make,model,price,year,mileage,engine,extCol,intCol,trans,dtype,mpgCity,mpgHw,condition
Honda,Civic,15988.0,2016,39730,4 Cyl,White,Black,Automatic,FWD,30,40,Used
Honda,Accord,24500.0,2018,11915,4 Cyl,Gray,Black,Automatic,FWD,29,35,Used
Honda,Civic,18988.0,2017,15314,4 Cyl,Unspecified,Black,Manual,FWD,30,39,Used
Honda,Pilot,20000.0,2015,74412,6 Cyl,Gray,Gray,Automatic,FWD,18,25,Used
Honda,Civic,14995.0,2018,22076,4 Cyl,Black,Black,Automatic,FWD,31,40,Used
Honda,Civic,10768.0,2014,60685,4 Cyl,Black,Unspecified,Automatic,FWD,29,37,Used
Honda,Civic,18457.0,2017,34320,4 Cyl,White,Black,Automatic,FWD,31,40,Used
Honda,Accord Crosstour,10980.0,2013,102150,4 Cyl,Black,Black,Automatic,FWD,22,30,Used
Honda,Accord,8750.0,2010,74065,4 Cyl,Gray,Gray,Automatic,FWD,21,31,Used
Honda,Element,8288.0,2008,133882,4 Cyl,Blue,Black,Automatic,FWD,20,25,Used
Honda,Civic,16997.0,2016,39996,4 Cyl,Black,Black,Automatic,FWD,30,40,Used
Honda,Fit,5889.0,2011,181347,4 Cyl,Gray,Gray,Automatic,FWD,27,33,Used
Honda,Accord,15995.0,2017,76735,4 Cyl,White,White,Automatic,FWD,26,34,Used
Honda,Civic,12990.0,2016,56357,4 Cyl,Purple,Tan,Automatic,FWD,30,40,Used
Honda,Accord,21995.0,2017,12882,4 Cyl,White,Unspecified,Automatic,FWD,26,34,Used
Honda,Civic,18299.0,2016,11494,4 Cyl,White,Unspecified,Automatic,FWD,30,40,Used
Honda,Accord,21988.0,2017,37403,4 Cyl,White,Black,Automatic,FWD,26,34,Used
Honda,Accord,5997.0,2008,173696,4 Cyl,Gray,Black,Automatic,FWD,21,31,Used
Honda,Civic,9100.0,2014,135273,4 Cyl,White,Unspecified,Automatic,FWD,29,37,Used
Honda,Accord,17605.0,2017,37366,4 Cyl,White,Tan,Automatic,FWD,26,34,Used
Honda,Civic,20922.0,2017,20515,4 Cyl,Blue,Unspecified,Automatic,FWD,31,40,Used
Honda,Accord,17605.0,2017,37366,4 Cyl,White,Tan,Automatic,FWD,26,34,Used
Honda,HR-V,18183.0,2017,22950,4 Cyl,Black,Gray,Automatic,FWD,28,34,Used
Honda,Civic,9100.0,2014,135273,4 Cyl,White,Unspecified,Automatic,FWD,29,37,Used
Honda,Pilot,33891.0,2018,14254,6 Cyl,Gray,Unspecified,Automatic,FWD,19,27,Used
Honda,CR-V,16981.0,2016,44643,4 Cyl,Black,Black,Automatic,FWD,26,32,Used
Honda,Accord,11995.0,2015,94373,4 Cyl,Blue,Gray,Automatic,FWD,26,34,Used
Honda,Ridgeline,10995.0,2006,120853,6 Cyl,Black,Tan,Automatic,4WD,15,20,Used
Honda,Accord,7495.0,2011,152674,4 Cyl,Black,Black,Automatic,FWD,22,33,Used
Honda,Odyssey,20395.0,2016,67833,6 Cyl,White,Gray,Automatic,FWD,19,27,Used
Honda,Civic,8495.0,2012,106835,4 Cyl,Gray,Tan,Automatic,FWD,28,38,Used
Honda,Fit,8495.0,2009,77360,4 Cyl,White,Black,Automatic,FWD,27,33,Used
Honda,HR-V,17469.0,2016,17716,4 Cyl,Gray,Gray,Manual,FWD,25,33,Used
Honda,Pilot,26900.0,2017,32329,6 Cyl,Gray,Unspecified,Automatic,AWD,18,26,Used
Honda,Accord,23900.0,2018,18443,4 Cyl,Black,Unspecified,Automatic,FWD,29,35,Used
Honda,CR-V,17499.0,2016,39101,4 Cyl,Unspecified,Unspecified,Automatic,AWD,25,31,Used
Honda,Civic,13995.0,2016,84967,4 Cyl,Black,Unspecified,Automatic,FWD,30,40,Used
Honda,CR-V,10990.0,2009,86041,4 Cyl,Red,Gray,Automatic,4WD,20,26,Used
Honda,Civic,8990.0,2010,62000,4 Cyl,Red,Black,Automatic,FWD,25,36,Used
Honda,CR-V,21592.0,2018,9875,4 Cyl,Black,Black,Automatic,FWD,26,32,Used
Honda,Odyssey,38999.0,2018,30016,6 Cyl,Black,Unspecified,Automatic,FWD,19,28,Used
Honda,Odyssey,9750.0,2010,139808,6 Cyl,Gray,Gray,Automatic,FWD,16,23,Used
Honda,Accord,8595.0,2012,157898,6 Cyl,White,White,Automatic,FWD,20,30,Used
Honda,Civic,24997.0,2019,13525,4 Cyl,White,Black,Manual,FWD,28,38,Used
Honda,CR-V,29988.0,2018,15428,4 Cyl,White,Unspecified,Automatic,AWD,27,33,Used
Honda,Accord,9597.0,2013,121000,4 Cyl,Black,Tan,Automatic,FWD,26,34,Used
Honda,Civic,18989.0,2018,14480,4 Cyl,Gray,Unspecified,Automatic,FWD,31,40,Used
Honda,CR-V,23800.0,2018,30293,4 Cyl,White,Gray,Automatic,AWD,27,33,Used
Honda,Pilot,7452.0,2008,106262,6 Cyl,Gray,Gray,Automatic,FWD,16,22,Used
Honda,CR-V,14854.0,2016,85506,4 Cyl,Blue,Gray,Automatic,AWD,25,31,Used
Honda,CR-V,19249.0,2015,50203,4 Cyl,Bronze,Gray,Automatic,FWD,27,33,Used
Honda,Accord,17991.0,2016,52218,4 Cyl,White,Black,Automatic,FWD,26,34,Used
Honda,CR-V,20495.0,2016,59366,4 Cyl,Silver,Gray,Automatic,AWD,25,31,Used
Honda,Ridgeline,14989.0,2009,120816,6 Cyl,Silver,Black,Automatic,4WD,15,20,Used
Honda,Accord,12995.0,2013,80009,4 Cyl,Red,Black,Automatic,FWD,26,34,Used
Honda,Civic,12900.0,2012,117169,4 Cyl,Black,Black,Manual,FWD,22,31,Used
Honda,Civic,10495.0,2014,122860,4 Cyl,Unspecified,Unspecified,Automatic,FWD,29,37,Used
Honda,Accord,11597.0,2013,110000,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Accord,24998.0,2019,6900,4 Cyl,Red,Black,Automatic,FWD,29,35,Used
Honda,Civic,18995.0,2018,27648,4 Cyl,White,Tan,Manual,FWD,29,38,Used
Honda,Pilot,7995.0,2005,128584,6 Cyl,Silver,Unspecified,Automatic,4WD,15,20,Used
Honda,HR-V,13995.0,2016,116568,4 Cyl,Red,Unspecified,Automatic,FWD,28,34,Used
Honda,Odyssey,14995.0,2012,112831,6 Cyl,Gray,Gray,Automatic,FWD,18,27,Used
Honda,CR-V,9999.0,2011,147604,4 Cyl,Red,Gray,Automatic,4WD,21,27,Used
Honda,Odyssey,18798.0,2013,68116,6 Cyl,Silver,Gray,Automatic,FWD,18,27,Used
Honda,Odyssey,7495.0,2006,117018,6 Cyl,Blue,Black,Automatic,FWD,17,23,Used
Honda,CR-V,30995.0,2017,28975,4 Cyl,Gray,Unspecified,Automatic,FWD,28,34,Used
Honda,CR-V,11991.0,2013,99894,4 Cyl,Silver,Gray,Automatic,FWD,23,30,Used
Honda,CR-V,14981.0,2015,57581,4 Cyl,Gray,Gray,Automatic,FWD,27,33,Used
Honda,CR-V,14981.0,2015,54675,4 Cyl,Silver,Gray,Automatic,FWD,27,33,Used
Honda,Accord,15981.0,2017,49221,4 Cyl,Gray,Gray,Automatic,FWD,26,34,Used
Honda,Fit,7411.0,2013,152118,4 Cyl,White,Gray,Automatic,FWD,27,33,Used
Honda,CR-V,10173.0,2010,148786,4 Cyl,Silver,Gray,Automatic,4WD,21,27,Used
Honda,CR-V,17900.0,2016,29223,4 Cyl,Gray,Black,Automatic,FWD,26,32,Used
Honda,CR-V,24681.0,2018,36187,4 Cyl,Gold,Gray,Automatic,FWD,28,34,Used
Honda,Accord,20788.0,2017,43254,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Fit,7993.0,2009,139931,4 Cyl,White,Black,Automatic,FWD,27,33,Used
Honda,Civic,16995.0,2017,14343,4 Cyl,Black,Black,Automatic,FWD,31,40,Used
Honda,Accord,17988.0,2017,35778,4 Cyl,Silver,Unspecified,Automatic,FWD,26,34,Used
Honda,Accord,31988.0,2019,5039,4 Cyl,White,Black,Automatic,FWD,48,48,Used
Honda,Passport,39988.0,2019,588,6 Cyl,Gray,Unspecified,Automatic,AWD,19,24,Used
Honda,CR-V,31955.0,2018,14595,4 Cyl,White,Unspecified,Automatic,AWD,27,33,Used
Honda,CR-V,24988.0,2017,26101,4 Cyl,Black,Unspecified,Automatic,FWD,28,34,Used
Honda,Civic,18999.0,2016,64800,4 Cyl,Gray,Unspecified,Automatic,FWD,30,40,Used
Honda,CR-V,10999.0,2013,96495,4 Cyl,Blue,Gray,Automatic,FWD,23,30,Used
Honda,CR-V,18488.0,2016,48313,4 Cyl,Blue,Black,Automatic,FWD,26,32,Used
Honda,Odyssey,12999.0,2012,98000,6 Cyl,Silver,Gray,Automatic,FWD,18,27,Used
Honda,Pilot,15000.0,2013,120777,6 Cyl,Silver,Unspecified,Automatic,FWD,18,25,Used
Honda,HR-V,16555.0,2016,62992,4 Cyl,Blue,Gray,Automatic,AWD,27,32,Used
Honda,Fit,15838.0,2017,14993,4 Cyl,White,Black,Automatic,FWD,32,37,Used
Honda,Pilot,20000.0,2016,101030,6 Cyl,Blue,Black,Automatic,AWD,18,25,Used
Honda,CR-V,19622.0,2016,36739,4 Cyl,Bronze,Unspecified,Automatic,FWD,26,32,Used
Honda,Civic,15922.0,2016,35190,4 Cyl,Black,Unspecified,Automatic,FWD,30,40,Used
Honda,Accord,5776.0,2007,185094,4 Cyl,Unspecified,Unspecified,Automatic,FWD,21,31,Used
Honda,Accord,15500.0,2016,91136,4 Cyl,White,Unspecified,Automatic,FWD,26,34,Used
Honda,Accord,5776.0,2007,185094,4 Cyl,Unspecified,Unspecified,Automatic,FWD,21,31,Used
Honda,Pilot,16898.0,2014,110637,6 Cyl,Gray,Gray,Automatic,4WD,17,24,Used
Honda,Pilot,28799.0,2018,25584,6 Cyl,Gray,Gray,Automatic,FWD,19,27,Used
Honda,Accord,17995.0,2016,35725,4 Cyl,Red,Unspecified,Automatic,FWD,26,34,Used
Honda,Civic,16985.0,2018,36817,4 Cyl,Black,Unspecified,Automatic,FWD,31,40,Used
Honda,CR-V,19991.0,2015,29006,4 Cyl,Silver,Black,Automatic,FWD,27,33,Used
Honda,CR-V,7795.0,2005,122480,4 Cyl,Gray,Black,Automatic,4WD,20,25,Used
Honda,HR-V,15598.0,2016,48000,4 Cyl,Blue,Black,Automatic,FWD,28,34,Used
Honda,Pilot,15595.0,2012,112122,6 Cyl,Gray,Black,Automatic,4WD,17,24,Used
Honda,Pilot,16991.0,2014,123491,6 Cyl,Gray,Gray,Automatic,4WD,17,24,Used
Honda,Civic,8500.0,2012,129258,4 Cyl,Silver,Gray,Automatic,FWD,28,38,Used
Honda,Civic,16595.0,2017,34900,4 Cyl,Blue,Gray,Automatic,FWD,31,40,Used
Honda,CR-V,10598.0,2010,82000,4 Cyl,Blue,Gray,Automatic,FWD,21,28,Used
Honda,Civic,10840.0,2014,100368,4 Cyl,Silver,Black,Automatic,FWD,29,37,Used
Honda,CR-V,8576.0,2007,103561,4 Cyl,Unspecified,Unspecified,Automatic,FWD,20,27,Used
Honda,Accord,9997.0,2012,115000,4 Cyl,Gray,Gray,Automatic,FWD,22,33,Used
Honda,Odyssey,14340.0,2011,120172,6 Cyl,Gray,Gray,Automatic,FWD,18,27,Used
Honda,Civic,17995.0,2017,31656,4 Cyl,White,Tan,Automatic,FWD,31,40,Used
Honda,CR-V,18999.0,2014,52306,4 Cyl,Blue,Unspecified,Automatic,FWD,23,30,Used
Honda,Accord,8495.0,2010,115949,4 Cyl,Silver,Black,Automatic,FWD,21,31,Used
Honda,Accord,17555.0,2017,38590,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Accord,8877.0,2007,124208,6 Cyl,Blue,Gray,Manual,FWD,18,27,Used
Honda,Accord,8699.0,2012,109928,4 Cyl,Silver,Black,Automatic,FWD,22,32,Used
Honda,Civic,4495.0,2004,138455,4 Cyl,Black,Black,Manual,FWD,27,34,Used
Honda,Civic,18866.0,2017,44289,4 Cyl,Black,Black,Automatic,FWD,31,40,Used
Honda,CR-V,15803.0,2016,50075,4 Cyl,Gray,Black,Automatic,FWD,26,32,Used
Honda,Accord,17530.0,2014,38317,6 Cyl,Black,Black,Automatic,FWD,21,31,Used
Honda,Odyssey,24988.0,2016,43184,6 Cyl,Gray,Unspecified,Automatic,FWD,19,27,Used
Honda,Accord,6750.0,2004,99250,4 Cyl,Burgundy,Gray,Automatic,FWD,21,31,Used
Honda,CR-V,5995.0,2005,166445,4 Cyl,Red,Tan,Automatic,4WD,20,25,Used
Honda,CR-V,26988.0,2018,29617,4 Cyl,Gray,Unspecified,Automatic,FWD,28,34,Used
Honda,Pilot,28988.0,2016,45227,6 Cyl,Gray,Unspecified,Automatic,AWD,18,25,Used
Honda,Civic,6500.0,2008,110611,4 Cyl,Black,Gray,Automatic,FWD,25,36,Used
Honda,CR-V,12500.0,2011,66319,4 Cyl,Silver,Black,Automatic,FWD,21,28,Used
Honda,CR-V,13995.0,2015,150959,4 Cyl,Gray,Unspecified,Automatic,AWD,26,32,Used
Honda,Civic,22995.0,2018,12002,4 Cyl,White,Unspecified,Automatic,FWD,31,40,Used
Honda,CR-V,10982.0,2011,108088,4 Cyl,Gray,Black,Automatic,4WD,21,27,Used
Honda,Pilot,13999.0,2012,132000,6 Cyl,Gray,Black,Automatic,4WD,17,24,Used
Honda,Accord,10777.0,2012,67498,4 Cyl,Black,Gray,Manual,FWD,23,31,Used
Honda,Odyssey,18998.0,2015,90000,6 Cyl,White,Tan,Automatic,FWD,19,27,Used
Honda,Odyssey,15598.0,2012,81000,6 Cyl,Gray,Gray,Automatic,FWD,18,27,Used
Honda,CR-V,15898.0,2013,72361,4 Cyl,Red,Gray,Automatic,FWD,23,30,Used
Honda,Civic,15551.0,2016,75110,4 Cyl,Silver,Black,Automatic,FWD,31,42,Used
Honda,Accord,16955.0,2017,47975,4 Cyl,White,White,Automatic,FWD,26,34,Used
Honda,Pilot,10995.0,2011,137007,6 Cyl,Gray,Gray,Automatic,FWD,17,23,Used
Honda,CR-V,15993.0,2013,41329,4 Cyl,White,Black,Automatic,FWD,23,30,Used
Honda,CR-V,9991.0,2010,98613,4 Cyl,Black,Unspecified,Automatic,FWD,21,28,Used
Honda,Civic,15777.0,2017,33203,4 Cyl,Unspecified,Unspecified,Automatic,FWD,31,40,Used
Honda,Accord,8995.0,2010,106828,4 Cyl,Silver,Black,Automatic,FWD,21,31,Used
Honda,Pilot,19995.0,2015,116569,6 Cyl,White,Gray,Automatic,4WD,17,24,Used
Honda,Ridgeline,7988.0,2006,198591,6 Cyl,Blue,Black,Automatic,4WD,15,20,Used
Honda,Accord,17955.0,2017,67734,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Civic,7990.0,2009,75549,4 Cyl,Black,Black,Manual,FWD,26,34,Used
Honda,CR-V,8598.0,2009,121000,4 Cyl,Brown,Black,Automatic,FWD,20,27,Used
Honda,Civic,16855.0,2016,28364,4 Cyl,Silver,Black,Automatic,FWD,30,40,Used
Honda,Civic,19455.0,2018,27051,4 Cyl,Blue,Black,Automatic,FWD,31,40,Used
Honda,Civic,9995.0,2013,127535,4 Cyl,Gray,Black,Automatic,FWD,28,39,Used
Honda,CR-V,22555.0,2017,71568,4 Cyl,Red,Gray,Automatic,AWD,27,33,Used
Honda,Pilot,15889.0,2015,120913,6 Cyl,White,Gray,Automatic,FWD,18,25,Used
Honda,Pilot,19599.0,2016,73656,6 Cyl,Unspecified,Unspecified,Automatic,FWD,19,27,Used
Honda,CR-V,10988.0,2010,79468,4 Cyl,White,Unspecified,Automatic,FWD,21,28,Used
Honda,Civic,11988.0,2014,68959,4 Cyl,Gray,Unspecified,Automatic,FWD,29,37,Used
Honda,Accord,23995.0,2017,27757,4 Cyl,Black,Unspecified,Automatic,FWD,26,34,Used
Honda,Accord,23995.0,2017,6547,4 Cyl,Gray,Gray,Automatic,FWD,26,34,Used
Honda,CR-V,25988.0,2018,14115,4 Cyl,Gray,Gray,Automatic,FWD,28,34,Used
Honda,CR-V,26988.0,2019,1019,4 Cyl,Gray,Gray,Automatic,FWD,28,34,Used
Honda,CR-V,21888.0,2017,55530,4 Cyl,Red,White,Automatic,AWD,27,33,Used
Honda,Accord,18512.0,2017,22172,4 Cyl,Red,Unspecified,Automatic,FWD,26,34,Used
Honda,CR-V,21995.0,2016,17802,4 Cyl,Silver,Unspecified,Automatic,FWD,26,32,Used
Honda,Pilot,22995.0,2015,78735,6 Cyl,White,Unspecified,Automatic,FWD,18,25,Used
Honda,Accord,18995.0,2015,56950,4 Cyl,Blue,Unspecified,Automatic,FWD,26,34,Used
Honda,CR-V,18995.0,2014,49704,4 Cyl,Gray,Unspecified,Automatic,FWD,23,30,Used
Honda,CR-V,12988.0,2014,67678,4 Cyl,Brown,Black,Automatic,AWD,22,29,Used
Honda,Accord,15988.0,2015,50532,4 Cyl,Silver,Gray,Automatic,FWD,26,34,Used
Honda,Civic,5995.0,2008,193333,4 Cyl,Red,Black,Manual,FWD,21,29,Used
Honda,Fit,17488.0,2016,25897,4 Cyl,White,Black,Automatic,FWD,32,37,Used
Honda,Civic,5995.0,2008,193333,4 Cyl,Red,Black,Manual,FWD,21,29,Used
Honda,Civic,21700.0,2018,30951,4 Cyl,Unspecified,Unspecified,Manual,FWD,28,38,Used
Honda,Accord,12985.0,2015,91325,4 Cyl,White,Unspecified,Automatic,FWD,26,34,Used
Honda,Civic,17595.0,2018,21906,4 Cyl,Black,Black,Automatic,FWD,31,40,Used
Honda,Pilot,32898.0,2018,8330,6 Cyl,Silver,Gray,Automatic,AWD,18,26,Used
Honda,Civic,19955.0,2019,8800,4 Cyl,Blue,Black,Automatic,FWD,29,36,Used
Honda,Odyssey,6555.0,2006,154261,6 Cyl,Silver,Gray,Automatic,FWD,17,23,Used
Honda,Civic,16955.0,2017,27615,4 Cyl,Silver,Black,Automatic,FWD,31,40,Used
Honda,CR-V,24995.0,2017,37246,4 Cyl,Gray,Gray,Automatic,FWD,28,34,Used
Honda,Pilot,28691.0,2018,25430,6 Cyl,White,Tan,Automatic,FWD,19,27,Used
Honda,CR-V,11995.0,2010,118320,4 Cyl,Unspecified,Unspecified,Automatic,4WD,21,27,Used
Honda,Accord,20555.0,2018,36927,4 Cyl,Beige,White,Automatic,FWD,29,35,Used
Honda,Accord,15955.0,2016,86466,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Civic,17355.0,2018,35260,4 Cyl,Gray,Gray,Automatic,FWD,31,40,Used
Honda,CR-V,27255.0,2018,20840,4 Cyl,Beige,White,Automatic,FWD,28,34,Used
Honda,Accord,23555.0,2018,29094,4 Cyl,Gray,Black,Automatic,FWD,29,35,Used
Honda,CR-V,28555.0,2017,10895,4 Cyl,Gray,Gray,Automatic,FWD,28,34,Used
Honda,Fit,12555.0,2017,73298,4 Cyl,Gray,Black,Automatic,FWD,32,37,Used
Honda,Pilot,37955.0,2018,26854,6 Cyl,Silver,Gray,Automatic,AWD,18,26,Used
Honda,CR-V,21955.0,2017,32520,4 Cyl,Gray,Gray,Automatic,AWD,25,31,Used
Honda,Accord,15995.0,2016,78492,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,S2000,16999.0,2006,114000,4 Cyl,Black,Black,Manual,RWD,18,24,Used
Honda,Accord,22995.0,2015,59276,6 Cyl,Red,Unspecified,Automatic,FWD,21,31,Used
Honda,CR-V,15991.0,2015,48185,4 Cyl,Gray,Gray,Automatic,FWD,27,33,Used
Honda,Civic,15995.0,2015,76335,4 Cyl,Black,Black,Manual,FWD,22,31,Used
Honda,Civic,15990.0,2015,98344,4 Cyl,Black,Red,Manual,FWD,22,31,Used
Honda,Accord,14399.0,2014,74957,4 Cyl,White,Unspecified,Automatic,FWD,26,33,Used
Honda,Civic,18988.0,2013,70125,4 Cyl,White,Black,Manual,FWD,22,31,Used
Honda,Civic,16988.0,2015,47504,4 Cyl,Gray,Black,Automatic,FWD,29,37,Used
Honda,Fit,14995.0,2016,38757,4 Cyl,Blue,Black,Automatic,FWD,32,37,Used
Honda,Pilot,5995.0,2007,152742,6 Cyl,Silver,Black,Automatic,FWD,16,22,Used
Honda,Accord,0.0,2015,53267,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Accord,6450.0,2005,116191,4 Cyl,Silver,Black,Automatic,FWD,21,31,Used
Honda,CR-V,12988.0,2014,115689,4 Cyl,Unspecified,Unspecified,Automatic,FWD,23,30,Used
Honda,CR-V,29488.0,2019,1006,4 Cyl,Gray,Gray,Automatic,FWD,28,34,Used
Honda,CR-V,12605.0,2014,110808,4 Cyl,Red,Unspecified,Automatic,FWD,23,30,Used
Honda,Accord,19319.0,2017,42235,4 Cyl,Silver,Gray,Automatic,FWD,26,34,Used
Honda,Accord,22427.0,2017,35631,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,CR-V,16481.0,2016,32158,4 Cyl,Black,Black,Automatic,FWD,26,32,Used
Honda,Accord,22988.0,2017,19991,4 Cyl,Silver,Unspecified,Automatic,FWD,26,34,Used
Honda,CR-V,6991.0,2008,157141,4 Cyl,Black,Black,Automatic,FWD,20,27,Used
Honda,Civic,8995.0,2012,113645,4 Cyl,Brown,Tan,Automatic,FWD,28,38,Used
Honda,Odyssey,27966.0,2018,30534,6 Cyl,Gray,Gray,Automatic,FWD,19,28,Used
Honda,CR-V,15900.0,2016,63723,4 Cyl,Brown,Unspecified,Automatic,FWD,26,32,Used
Honda,Accord,19500.0,2017,36774,4 Cyl,Silver,Black,Automatic,FWD,26,34,Used
Honda,CR-V,16481.0,2016,44844,4 Cyl,Black,Black,Automatic,FWD,26,32,Used
Honda,Civic,17981.0,2017,19382,4 Cyl,Gray,Black,Automatic,FWD,31,40,Used
Honda,Civic,12288.0,2015,85820,4 Cyl,White,Tan,Automatic,FWD,29,37,Used
Honda,Odyssey,13995.0,2012,121589,6 Cyl,Gray,Gray,Automatic,FWD,18,27,Used
Honda,HR-V,21288.0,2019,14829,4 Cyl,Gray,Black,Automatic,AWD,26,31,Used
Honda,Pilot,12800.0,2010,96841,6 Cyl,Gold,Tan,Automatic,FWD,17,23,Used
Honda,Civic,16888.0,2015,18932,4 Cyl,Red,Tan,Automatic,FWD,29,37,Used
Honda,Odyssey,34988.0,2018,17099,6 Cyl,White,Tan,Automatic,FWD,19,28,Used
Honda,Civic,17488.0,2017,27336,4 Cyl,Gray,Black,Automatic,FWD,31,40,Used
Honda,Civic,19188.0,2018,19412,4 Cyl,Gray,Black,Automatic,FWD,31,40,Used
Honda,Civic,18888.0,2018,25560,4 Cyl,Blue,Gray,Automatic,FWD,31,40,Used
Honda,Pilot,26388.0,2017,34859,6 Cyl,Gray,Gray,Automatic,FWD,19,27,Used
Honda,Civic,17888.0,2015,38078,4 Cyl,White,Black,Automatic,FWD,29,37,Used
Honda,Pilot,22888.0,2016,57767,6 Cyl,Gray,Tan,Automatic,FWD,19,27,Used
Honda,CR-V,15999.0,2014,55604,4 Cyl,Brown,Black,Automatic,FWD,23,30,Used
Honda,Civic,8995.0,2012,101452,4 Cyl,White,Gray,Automatic,FWD,28,38,Used
Honda,Pilot,19242.0,2012,69117,6 Cyl,Black,Black,Automatic,4WD,17,24,Used
Honda,CR-V,13747.0,2013,106976,4 Cyl,Brown,Tan,Automatic,AWD,22,29,Used
Honda,Civic,5500.0,2005,163842,4 Cyl,White,Tan,Automatic,FWD,25,34,Used
Honda,Accord,5992.0,2003,122015,6 Cyl,White,Tan,Manual,FWD,18,27,Used
Honda,Accord,15989.0,2016,92423,6 Cyl,White,Black,Automatic,FWD,21,33,Used
Honda,Civic,4500.0,2005,166828,4 Cyl,Black,Gray,Automatic,FWD,25,34,Used
Honda,Civic,15995.0,2017,46057,4 Cyl,Black,Black,Automatic,FWD,31,40,Used
Honda,Accord,9995.0,2011,123960,4 Cyl,Gray,Black,Automatic,FWD,22,33,Used
Honda,Accord,23800.0,2018,17190,4 Cyl,Red,Black,Automatic,FWD,29,35,Used
Honda,CR-V,12800.0,2015,102622,4 Cyl,Silver,Black,Automatic,FWD,27,33,Used
Honda,Accord,20488.0,2017,42143,4 Cyl,White,Unspecified,Automatic,FWD,26,34,Used
Honda,Civic,5750.0,2004,85754,4 Cyl,White,Tan,Automatic,FWD,25,34,Used
Honda,Pilot,34636.0,2017,27873,6 Cyl,White,Tan,Automatic,FWD,19,27,Used
Honda,CR-V,13572.0,2014,99238,4 Cyl,Unspecified,Black,Automatic,FWD,23,30,Used
Honda,Accord,15900.0,2016,57933,4 Cyl,Black,Tan,Automatic,FWD,26,34,Used
Honda,S2000,17900.0,2008,94120,4 Cyl,Gray,Unspecified,Manual,RWD,18,25,Used
Honda,Odyssey,12450.0,2012,138120,6 Cyl,Gray,Gray,Automatic,FWD,18,27,Used
Honda,Civic,18988.0,2016,19203,4 Cyl,White,Black,Automatic,FWD,31,41,Used
Honda,Element,7908.0,2008,185111,4 Cyl,Gray,Black,Automatic,4WD,19,24,Used
Honda,Civic,15988.0,2017,59880,4 Cyl,Unspecified,Unspecified,Automatic,FWD,31,40,Used
Honda,Ridgeline,0.0,2019,8510,6 Cyl,Unspecified,Unspecified,Automatic,FWD,19,26,Used
Honda,CR-V,23997.0,2018,6048,4 Cyl,Red,White,Automatic,AWD,25,31,Used
Honda,Accord,6990.0,2007,106433,4 Cyl,Silver,Black,Automatic,FWD,21,31,Used
Honda,Accord,9988.0,2009,98237,6 Cyl,Red,Black,Automatic,FWD,19,28,Used
Honda,Civic,3950.0,2001,122000,4 Cyl,Burgundy,Tan,Manual,FWD,27,33,Used
Honda,Odyssey,29776.0,2018,14236,6 Cyl,Gray,Gray,Automatic,FWD,19,28,Used
Honda,Pilot,12480.0,2011,147142,6 Cyl,White,Gray,Automatic,4WD,16,22,Used
Honda,Civic,7995.0,2010,105785,4 Cyl,Gray,Black,Automatic,FWD,25,36,Used
Honda,Accord,14988.0,2015,95594,4 Cyl,White,Unspecified,Automatic,FWD,26,34,Used
Honda,Accord,3995.0,2001,195908,4 Cyl,Black,Gray,Automatic,FWD,20,27,Used
Honda,Accord,17981.0,2016,42106,4 Cyl,White,Black,Automatic,FWD,26,34,Used
Honda,Accord,13756.0,2014,91838,4 Cyl,Silver,Black,Automatic,FWD,26,33,Used
Honda,Civic,20999.0,2018,6731,4 Cyl,White,Unspecified,Automatic,FWD,31,40,Used
Honda,Accord,19999.0,2017,45327,4 Cyl,White,Black,Automatic,FWD,26,34,Used
Honda,Civic,6995.0,2012,133072,4 Cyl,Gray,Gray,Automatic,FWD,43,44,Used
Honda,Fit,15900.0,2018,41200,4 Cyl,Gray,Unspecified,Automatic,FWD,31,36,Used
Honda,Civic,10995.0,2015,104880,4 Cyl,Black,Unspecified,Automatic,FWD,29,37,Used
Honda,Civic,11995.0,2014,90735,4 Cyl,Black,Unspecified,Automatic,FWD,29,37,Used
Honda,Civic,10995.0,2015,114285,4 Cyl,Black,Gray,Automatic,FWD,29,37,Used
Honda,Accord,13597.0,2014,71000,4 Cyl,White,Tan,Automatic,FWD,26,33,Used
Honda,CR-V,15482.0,2012,83131,4 Cyl,Silver,Gray,Automatic,AWD,22,29,Used
Honda,Accord,9997.0,2012,154126,4 Cyl,Unspecified,Unspecified,Automatic,FWD,22,33,Used
Honda,Accord,4588.0,2004,143096,4 Cyl,Gold,Tan,Manual,FWD,23,31,Used
Honda,Pilot,14688.0,2012,142172,6 Cyl,Gray,Black,Automatic,4WD,17,24,Used
Honda,Accord,13999.0,2016,85000,4 Cyl,Gray,Black,Automatic,FWD,26,34,Used
Honda,Odyssey,23999.0,2016,48695,6 Cyl,Gray,Unspecified,Automatic,FWD,19,27,Used
Honda,Accord,7998.0,2011,153000,4 Cyl,Gray,Black,Automatic,FWD,22,33,Used
