make,model,vin,price,year,mileage,engine,extCol,intCol,trans,dtype,mpgCity,mpgHw,condition
Honda,Civic,2HGFC2F57HH540180,12998.0,2017,46929,4 Cyl,Gray,Black,Automatic,FWD,31,40,Used
Honda,Odyssey,5FNRL5H46GB086204,15990.0,2016,49040,6 Cyl,Gray,Gray,Automatic,FWD,19,27,Used
Honda,Accord,1HGCV1F11JA196872,21212.0,2018,15180,4 Cyl,Silver,Gray,Automatic,FWD,29,35,Used
Honda,CR-V,5J6RM4H53EL087430,15999.0,2014,80820,4 Cyl,Blue,Tan,Automatic,AWD,22,29,Used
Honda,Pilot,5FNYF6H5XJB039475,34999.0,2018,12526,6 Cyl,Silver,Gray,Automatic,AWD,18,26,Used
Honda,Pilot,5FNYF6H55HB057215,27472.0,2017,60557,6 Cyl,Black,Black,Automatic,AWD,18,26,Used
Honda,Accord,1HGCR2F30HA094811,18248.0,2017,25168,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Accord,1HGCR2F15HA155780,19999.0,2017,35165,4 Cyl,Gray,Black,Automatic,FWD,26,34,Used
Honda,Civic,SHHFK7H93HU413381,23499.0,2017,52932,4 Cyl,Red,Unspecified,Automatic,FWD,31,40,Used
Honda,Pilot,5FNYF4H95EB041230,20997.0,2014,91216,6 Cyl,White,Black,Automatic,4WD,17,24,Used
Honda,Civic,19XFC2F57GE228417,14995.0,2016,29356,4 Cyl,Gray,Black,Automatic,FWD,30,40,Used
Honda,Pilot,5FNYF6H62GB114770,26918.0,2016,36553,6 Cyl,Black,Black,Automatic,AWD,18,25,Used
Honda,Civic,19XFC2F73GE236368,17599.0,2016,37741,4 Cyl,Blue,Unspecified,Automatic,FWD,30,40,Used
Honda,Accord,1HGCR2F39HA084472,19175.0,2017,17892,4 Cyl,White,White,Automatic,FWD,26,34,Used
Honda,Accord,1HGCT1B39HA001740,14784.0,2017,39420,4 Cyl,Gray,Gray,Automatic,FWD,26,34,Used
Honda,Accord,1HGCR3F94GA021238,21415.0,2016,41842,6 Cyl,Gray,Black,Automatic,FWD,21,33,Used
Honda,Accord,1HGCR2F5XHA126150,20788.0,2017,29563,4 Cyl,White,Unspecified,Automatic,FWD,26,34,Used
Honda,Accord,1HGCR2F33HA184860,12990.0,2017,71996,4 Cyl,White,Tan,Automatic,FWD,26,34,Used
Honda,Element,5J6YH1H71AL003759,8598.0,2010,150375,4 Cyl,Silver,Gray,Automatic,FWD,20,25,Used
Honda,Civic,2HGFC1E53JH700766,20800.0,2018,25082,4 Cyl,Blue,Black,Manual,FWD,28,38,Used
Honda,Civic,2HGFB2F5XCH537981,8495.0,2012,106835,4 Cyl,Gray,Tan,Automatic,FWD,28,38,Used
Honda,Civic,SHHFK7H42JU428786,19921.0,2018,15016,4 Cyl,Black,Black,Automatic,FWD,30,36,Used
Honda,Accord,1HGCR2F37EA070291,12991.0,2014,64542,4 Cyl,Silver,Black,Automatic,FWD,26,33,Used
Honda,Ridgeline,5FPYK1F58CB460011,19900.0,2012,82675,6 Cyl,Gray,Unspecified,Automatic,4WD,16,21,Used
Honda,Pilot,5FNYF5H54JB017367,30900.0,2018,22197,6 Cyl,White,Unspecified,Automatic,FWD,19,27,Used
Honda,Accord,1HGCR2F30HA211139,15995.0,2017,76735,4 Cyl,White,White,Automatic,FWD,26,34,Used
Honda,HR-V,3CZRU5G51GM717566,17469.0,2016,17716,4 Cyl,Gray,Gray,Manual,FWD,25,33,Used
Honda,Pilot,5FNYF5H39JB012812,29632.0,2018,3815,6 Cyl,Blue,Gray,Automatic,FWD,19,27,Used
Honda,Pilot,5FNYF6H19GB068701,23918.0,2016,44794,6 Cyl,Gray,Unspecified,Automatic,AWD,18,25,Used
Honda,CR-V,5J6RW1H87JL008421,27988.0,2018,15536,4 Cyl,Beige,White,Automatic,FWD,28,34,Used
Honda,Civic,SHHFK7G46JU203692,19922.0,2018,28463,4 Cyl,Blue,Unspecified,Manual,FWD,29,38,Used
Honda,Civic,19XFC2F77GE245994,16900.0,2016,52031,4 Cyl,White,Unspecified,Automatic,FWD,30,40,Used
Honda,Accord,1HGCR2F55HA263934,18998.0,2017,16000,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Accord,JHMCR6F71HC016789,21900.0,2017,70349,4 Cyl,Blue,Unspecified,Automatic,FWD,49,47,Used
Honda,Civic,SHHFK7H41JU411946,17494.0,2018,27877,4 Cyl,White,Tan,Automatic,FWD,30,36,Used
Honda,Ridgeline,5FPYK16489B102245,11900.0,2009,128378,6 Cyl,Red,Gray,Automatic,4WD,15,20,Used
Honda,Pilot,2HKYF18557H528010,9950.0,2007,114043,6 Cyl,White,Tan,Automatic,4WD,15,20,Used
Honda,CR-V,2HKRM3H70GH557423,22722.0,2016,18033,4 Cyl,Gray,Unspecified,Automatic,FWD,26,32,Used
Honda,S2000,JHMAP21407S003376,19686.0,2007,70087,4 Cyl,Silver,Black,Manual,RWD,18,24,Used
Honda,Accord,1HGCV1F12KA052877,21999.0,2019,1739,4 Cyl,White,White,Automatic,FWD,29,35,Used
Honda,CR-V,7FARW1H59JE044744,24491.0,2018,9441,4 Cyl,Red,Gray,Automatic,FWD,28,34,Used
Honda,Accord,1HGCP26818A066906,6750.0,2008,138990,4 Cyl,Blue,Gray,Automatic,FWD,21,31,Used
Honda,Accord,1HGCP26499A046286,6995.0,2009,140470,4 Cyl,Silver,Black,Automatic,FWD,21,30,Used
Honda,Pilot,5FNYF3H28DB014874,6999.0,2013,192393,6 Cyl,Silver,Black,Automatic,FWD,18,25,Used
Honda,Accord,1HGCR2F51HA291102,15991.0,2017,53785,4 Cyl,Unspecified,Unspecified,Automatic,FWD,26,34,Used
Honda,CR-V,2HKRW2H56JH692531,23800.0,2018,30293,4 Cyl,White,Gray,Automatic,AWD,27,33,Used
Honda,Accord,1HGCP26359A140785,7499.0,2009,107000,4 Cyl,White,Tan,Automatic,FWD,21,30,Used
Honda,Civic,19XFB2F56CE368777,8717.0,2012,95183,4 Cyl,Gray,Gray,Automatic,FWD,28,38,Used
Honda,Accord,1HGCP3F82CA008589,12990.0,2012,57641,6 Cyl,Gray,Gray,Automatic,FWD,20,30,Used
Honda,Civic,19XFB2F9XEE226342,10495.0,2014,122860,4 Cyl,Unspecified,Unspecified,Automatic,FWD,29,37,Used
Honda,Civic,19XFB2F90CE343215,9976.0,2012,106946,4 Cyl,Silver,Gray,Automatic,FWD,28,38,Used
Honda,Pilot,5FNYF3H99AB002564,12588.0,2010,130300,6 Cyl,Red,Black,Automatic,FWD,17,23,Used
Honda,Pilot,5FNYF18238B033973,11999.0,2008,54467,6 Cyl,Red,Tan,Automatic,4WD,15,20,Used
Honda,CR-V,2HKRM3H76GH515371,20718.0,2016,37235,4 Cyl,Gray,Unspecified,Automatic,FWD,26,32,Used
Honda,CR-V,5J6RM4H33GL119391,17900.0,2016,35266,4 Cyl,Gray,Gray,Automatic,AWD,25,31,Used
Honda,Civic,2HGFC1E53JH706700,22949.0,2018,14781,4 Cyl,Blue,Black,Manual,FWD,28,38,Used
Honda,Accord,1HGCT2B07GA005697,22634.0,2016,27504,6 Cyl,Gray,Black,Automatic,FWD,21,33,Used
Honda,CR-V,2HKRM3H74GH515465,18488.0,2016,48313,4 Cyl,Blue,Black,Automatic,FWD,26,32,Used
Honda,CR-V,2HKRM3H5XGH554821,19599.0,2016,43205,4 Cyl,Brown,Unspecified,Automatic,FWD,26,32,Used
Honda,Accord,1HGCR2F32FA076047,14798.0,2015,25000,4 Cyl,Beige,Tan,Automatic,FWD,26,34,Used
Honda,Accord,1HGCR2F30DA038376,9597.0,2013,121000,4 Cyl,Black,Tan,Automatic,FWD,26,34,Used
Honda,Accord,1HGCV2F96KA024172,34999.0,2019,7117,4 Cyl,Unspecified,Unspecified,Automatic,FWD,23,34,Used
Honda,Civic,SHHFK7H40JU417186,20888.0,2018,32019,4 Cyl,Black,Black,Automatic,FWD,30,36,Used
Honda,Pilot,5FNYF6H94HB062179,34218.0,2017,35015,6 Cyl,Black,Unspecified,Automatic,AWD,18,26,Used
Honda,Accord,1HGCP2F88CA062344,9997.0,2012,115000,4 Cyl,Gray,Gray,Automatic,FWD,22,33,Used
Honda,Pilot,5FNYF3H29DB043770,14490.0,2013,79705,6 Cyl,Silver,Gray,Automatic,FWD,18,25,Used
Honda,Odyssey,5FNRL5H40GB149832,21981.0,2016,29618,6 Cyl,Gray,Gray,Automatic,FWD,19,27,Used
Honda,Pilot,5FNYF6H94HB062179,34218.0,2017,35015,6 Cyl,Black,Unspecified,Automatic,AWD,18,26,Used
Honda,Civic,19XFC2F56JE200986,15981.0,2018,20817,4 Cyl,Purple,Tan,Automatic,FWD,31,40,Used
Honda,Civic,19XFC2F76HE202703,16481.0,2017,32558,4 Cyl,Blue,Gray,Automatic,FWD,31,40,Used
Honda,Pilot,5FNYF6H52JB011234,30941.0,2018,21875,6 Cyl,Gray,Black,Automatic,AWD,18,26,Used
Honda,HR-V,3CZRU5H36HG701103,14981.0,2017,50516,4 Cyl,Black,Black,Automatic,FWD,28,34,Used
Honda,Accord,1HGCR2F46HA168631,16981.0,2017,22428,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Fit,JHMGE886X9S004578,8495.0,2009,77360,4 Cyl,White,Black,Automatic,FWD,27,33,Used
Honda,Accord,1HGCR2F15HA066338,16988.0,2017,63241,4 Cyl,Blue,Black,Automatic,FWD,26,34,Used
Honda,Civic,2HGFC1F99GH633441,15679.0,2016,47052,4 Cyl,Black,Black,Automatic,FWD,31,42,Used
Honda,Accord,1HGCV2F31KA010384,27991.0,2019,10898,4 Cyl,Gray,Black,Automatic,FWD,22,32,Used
Honda,Accord,1HGCV1F30JA268632,24991.0,2018,6915,4 Cyl,Blue,Black,Automatic,FWD,29,35,Used
Honda,Civic,2HGFC2F57JH576750,17528.0,2018,21897,4 Cyl,Gray,Gray,Automatic,FWD,31,40,Used
Honda,Odyssey,5FNRL6H50JB089864,27481.0,2018,10611,6 Cyl,Silver,Black,Automatic,FWD,19,28,Used
Honda,Accord,1HGCV1F10KA017691,20999.0,2019,9093,4 Cyl,White,Black,Automatic,FWD,29,35,Used
Honda,CR-V,2HKRM3H78GH503464,19999.0,2016,35385,4 Cyl,Silver,Unspecified,Automatic,FWD,26,32,Used
Honda,HR-V,3CZRU6H57GM719567,16555.0,2016,62992,4 Cyl,Blue,Gray,Automatic,AWD,27,32,Used
Honda,Civic,2HGFC2F79JH538745,19900.0,2018,17985,4 Cyl,Black,Unspecified,Automatic,FWD,31,40,Used
Honda,Civic,2HGFC2F74JH549670,17900.0,2018,44102,4 Cyl,Red,Unspecified,Automatic,FWD,31,40,Used
Honda,Fit,JHMGK5H52HS011876,14288.0,2017,33717,4 Cyl,Blue,Black,Automatic,FWD,32,37,Used
Honda,CR-V,2HKRM3H74FH537304,19682.0,2015,29512,4 Cyl,Silver,Black,Automatic,FWD,27,33,Used
Honda,Civic,2HGFC2F50HH512835,17488.0,2017,27336,4 Cyl,Gray,Black,Automatic,FWD,31,40,Used
Honda,Civic,2HGFC2F78HH516486,18688.0,2017,28988,4 Cyl,Black,Black,Automatic,FWD,31,40,Used
Honda,Civic,2HGFC2F56HH538713,17288.0,2017,30276,4 Cyl,Silver,Black,Automatic,FWD,31,40,Used
Honda,Fit,3HGGK5H52HM711621,16988.0,2017,9083,4 Cyl,Red,Black,Automatic,FWD,32,37,Used
Honda,Pilot,5FNYF28527B016449,6488.0,2007,147725,6 Cyl,Silver,Gray,Automatic,FWD,16,22,Used
Honda,Accord,1HGCV1F35JA188761,23900.0,2018,24208,4 Cyl,Silver,Unspecified,Automatic,FWD,29,35,Used
Honda,Civic,2HGFC2F74JH549670,17900.0,2018,44102,4 Cyl,Red,Unspecified,Automatic,FWD,31,40,Used
Honda,HR-V,3CZRU6H57GM719567,16555.0,2016,62992,4 Cyl,Blue,Gray,Automatic,AWD,27,32,Used
Honda,Civic,2HGFC2F79JH538745,19900.0,2018,17985,4 Cyl,Black,Unspecified,Automatic,FWD,31,40,Used
Honda,Accord,1HGCR2F52FA114989,13995.0,2015,96027,4 Cyl,Gray,Unspecified,Automatic,FWD,26,34,Used
Honda,Accord,1HGCR2F31DA135232,9495.0,2013,110610,4 Cyl,Black,Tan,Automatic,FWD,26,34,Used
Honda,Accord,1HGCR2F32HA135634,17900.0,2017,23602,4 Cyl,Silver,Unspecified,Automatic,FWD,26,34,Used
Honda,Fit,3HGGK5H86FM716599,10990.0,2015,77028,4 Cyl,Gray,Black,Automatic,FWD,32,37,Used
Honda,Accord,1HGCS2B82CA006629,7998.0,2012,121119,6 Cyl,Gray,Black,Automatic,FWD,19,29,Used
Honda,CR-V,2HKRM4H57GH710707,21633.0,2016,43541,4 Cyl,Blue,Gray,Automatic,AWD,25,31,Used
Honda,CR-V,JHLRD78506C017847,6395.0,2006,140764,4 Cyl,Gray,Black,Automatic,4WD,20,25,Used
Honda,Accord,1HGCP3F87AA006303,6999.0,2010,159110,6 Cyl,Black,Black,Automatic,FWD,19,29,Used
Honda,Civic,2HGFB2F91CH326252,8500.0,2012,129258,4 Cyl,Silver,Gray,Automatic,FWD,28,38,Used
Honda,Ridgeline,2HJYK16407H537613,10995.0,2007,121960,6 Cyl,Green,Gray,Automatic,4WD,15,20,Used
Honda,Pilot,5FNYF4H94EB024161,18813.0,2014,105887,6 Cyl,Gray,Black,Automatic,4WD,17,24,Used
Honda,Accord,1HGCM56447A027491,6598.0,2007,105200,4 Cyl,White,Tan,Automatic,FWD,21,31,Used
Honda,Accord,1HGCS1B73CA018242,11900.0,2012,57096,4 Cyl,White,White,Automatic,FWD,22,32,Used
Honda,Pilot,5FNYF38289B021993,7999.0,2009,141409,6 Cyl,Gray,Gray,Automatic,FWD,17,23,Used
Honda,Accord,1HGCM56707A070297,5499.0,2007,136295,4 Cyl,Red,Tan,Automatic,FWD,21,31,Used
Honda,Accord,1HGCM66477A085763,6750.0,2007,113372,6 Cyl,Silver,Black,Automatic,FWD,18,26,Used
Honda,HR-V,3CZRU5H57GM754572,17991.0,2016,30563,4 Cyl,Silver,Black,Automatic,FWD,28,34,Used
Honda,Accord,1HGCR2F57HA004460,18597.0,2017,37000,4 Cyl,White,Black,Automatic,FWD,26,34,Used
Honda,Civic,19XFB2F85DE274031,12735.0,2013,50649,4 Cyl,Gray,Gray,Automatic,FWD,28,39,Used
Honda,Civic,2HGFC4A57GH308437,13995.0,2016,49173,4 Cyl,Gray,Gray,Manual,FWD,26,37,Used
Honda,Civic,2HGFG4A55FH704966,17777.0,2015,47187,4 Cyl,White,Black,Manual,FWD,22,31,Used
Honda,Pilot,5FNYF4H98CB055958,16988.0,2012,105961,6 Cyl,Black,Black,Automatic,4WD,17,24,Used
Honda,CR-V,2HKRW1H53JH505840,25491.0,2018,10371,4 Cyl,White,Gray,Automatic,FWD,28,34,Used
Honda,Pilot,5FNYF3H78BB018271,16991.0,2011,73259,6 Cyl,Gray,Black,Automatic,FWD,17,23,Used
Honda,Accord,1HGCR3F83FA000354,17641.0,2015,58098,6 Cyl,Silver,Gray,Automatic,FWD,21,31,Used
Honda,CR-V,7FARW1H51JE038274,24681.0,2018,36187,4 Cyl,Gold,Gray,Automatic,FWD,28,34,Used
Honda,Civic,2HGFC2F51GH523003,11988.0,2016,59049,4 Cyl,White,Unspecified,Automatic,FWD,30,40,Used
Honda,Accord,1HGCM56363A081263,4995.0,2003,102838,4 Cyl,Beige,Tan,Automatic,FWD,21,31,Used
Honda,Accord,1HGCR2F56HA182697,20981.0,2017,22946,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Accord,1HGCR2F87HA003772,21884.0,2017,28377,4 Cyl,Beige,White,Automatic,FWD,26,34,Used
Honda,Fit,3HGGK5H67JM733290,17916.0,2018,21234,4 Cyl,White,Black,Automatic,FWD,31,36,Used
Honda,Civic,1HGEM21904L034559,4495.0,2004,138455,4 Cyl,Black,Black,Manual,FWD,27,34,Used
Honda,Civic,19XFC2F77GE245669,16905.0,2016,40281,4 Cyl,Blue,Gray,Automatic,FWD,30,40,Used
Honda,Accord,1HGCR2F38HA308587,18105.0,2017,29937,4 Cyl,Red,Unspecified,Automatic,FWD,26,34,Used
Honda,Accord,1HGCR2F31HA224434,17605.0,2017,37366,4 Cyl,White,Tan,Automatic,FWD,26,34,Used
Honda,CR-V,2HKRM4H58FH613823,13995.0,2015,150959,4 Cyl,Gray,Unspecified,Automatic,AWD,26,32,Used
Honda,Odyssey,5FNRL5H30GB092958,17989.0,2016,68547,6 Cyl,Gray,Gray,Automatic,FWD,19,27,Used
Honda,HR-V,3CZRU5H36GM743786,15991.0,2016,57908,4 Cyl,Gray,Black,Automatic,FWD,28,34,Used
Honda,CR-V,2HKRM3H7XEH546409,17988.0,2014,40328,4 Cyl,Silver,Gray,Automatic,FWD,23,30,Used
Honda,Fit,3HGGK5H8XFM740436,11995.0,2015,59770,4 Cyl,White,Black,Automatic,FWD,32,37,Used
Honda,Pilot,5FNYF4H94FB034691,19595.0,2015,116569,6 Cyl,White,Gray,Automatic,4WD,17,24,Used
Honda,Accord,1HGCP26739A074451,7988.0,2009,95435,4 Cyl,White,Tan,Automatic,FWD,21,30,Used
Honda,Civic,2HGFC3B9XGH360978,19898.0,2016,19245,4 Cyl,Red,Black,Automatic,FWD,31,41,Used
Honda,Civic,2HGFC3A52HH755513,19995.0,2017,15407,4 Cyl,Black,Gray,Manual,FWD,28,38,Used
Honda,CR-V,5J6RE4H49BL087772,10982.0,2011,108088,4 Cyl,Gray,Black,Automatic,4WD,21,27,Used
Honda,Civic,19XFC1F71GE208532,15551.0,2016,75110,4 Cyl,Silver,Black,Automatic,FWD,31,42,Used
Honda,CR-V,3CZRE38319G703442,6995.0,2009,153829,4 Cyl,White,Gray,Automatic,FWD,20,27,Used
Honda,Accord,1HGCR2F34HA214531,16955.0,2017,47975,4 Cyl,White,White,Automatic,FWD,26,34,Used
Honda,Civic,2HGFC3B7XJH357472,19990.0,2018,7892,4 Cyl,Red,Tan,Automatic,FWD,31,40,Used
Honda,Odyssey,5FNRL5H60DB029316,15798.0,2013,81000,6 Cyl,Gray,Tan,Automatic,FWD,18,27,Used
Honda,Accord,1HGCR2F86EA166294,13999.0,2014,63967,4 Cyl,Gray,Black,Automatic,FWD,26,33,Used
Honda,Fit,JHMGK5H78GX042052,13988.0,2016,37241,4 Cyl,Silver,Black,Automatic,FWD,32,37,Used
Honda,Accord,1HGCR2F8XDA013089,12997.0,2013,91000,4 Cyl,Black,Gray,Automatic,FWD,26,34,Used
Honda,Fit,JHMGK5H75GS011418,14995.0,2016,38757,4 Cyl,Blue,Black,Automatic,FWD,32,37,Used
Honda,HR-V,3CZRU5H35HM708125,16955.0,2017,32860,4 Cyl,Black,Black,Automatic,FWD,28,34,Used
Honda,Civic,2HGFC2F54HH540413,15955.0,2017,42260,4 Cyl,Red,Gray,Automatic,FWD,31,40,Used
Honda,Civic,2HGFC2F58JH532918,16998.0,2018,30740,4 Cyl,White,White,Automatic,FWD,31,40,Used
Honda,Pilot,5FNYF3H59BB013269,12183.0,2011,145971,6 Cyl,Black,Gray,Automatic,FWD,17,23,Used
Honda,Pilot,5FNYF4H58CB008197,15997.0,2012,98000,6 Cyl,Brown,Tan,Automatic,4WD,17,24,Used
Honda,Pilot,5FNYF5H89GB056782,21695.0,2016,88695,6 Cyl,Gray,Black,Automatic,FWD,19,27,Used
Honda,CR-V,2HKRM3H79FH508400,19976.0,2015,27613,4 Cyl,Blue,Gray,Automatic,FWD,27,33,Used
Honda,Civic,19XFC2F50HE220354,15955.0,2017,37399,4 Cyl,Gray,Black,Automatic,FWD,31,40,Used
Honda,Accord,1HGCR2F16HA079969,17776.0,2017,65977,4 Cyl,Red,Black,Automatic,FWD,26,34,Used
Honda,CR-V,2HKRW2H84HH606184,22555.0,2017,71568,4 Cyl,Red,Gray,Automatic,AWD,27,33,Used
Honda,Civic,2HGFC2F53HH574343,12850.0,2017,68757,4 Cyl,Gray,Tan,Automatic,FWD,31,40,Used
Honda,CR-V,5J6RM3H75DL011427,18588.0,2013,43385,4 Cyl,Blue,Unspecified,Automatic,FWD,23,30,Used
Honda,Accord,1HGCM55865A061210,6750.0,2005,89120,4 Cyl,Black,Tan,Manual,FWD,23,31,Used
Honda,Civic,19XFB2F54FE208739,11500.0,2015,75881,4 Cyl,Silver,Black,Automatic,FWD,29,37,Used
Honda,CR-V,2HKRM3H70GH564226,20999.0,2016,6701,4 Cyl,Gray,Gray,Automatic,FWD,26,32,Used
Honda,Civic,19XFC1F76HE202193,19646.0,2017,31793,4 Cyl,Unspecified,Unspecified,Automatic,FWD,31,40,Used
Honda,Accord,1HGCP2F31BA130664,8757.0,2011,109000,4 Cyl,Silver,Gray,Automatic,FWD,22,33,Used
Honda,Pilot,5FNYF6H56JB028716,36999.0,2018,23429,6 Cyl,Gray,Unspecified,Automatic,AWD,18,26,Used
Honda,CR-V,5J6RW5H36JL002816,25999.0,2018,14538,4 Cyl,Unspecified,Unspecified,Automatic,FWD,26,32,Used
Honda,Civic,19XFC2F75HE208105,16999.0,2017,34938,4 Cyl,Black,Black,Automatic,FWD,31,40,Used
Honda,Civic,2HGFC2F6XKH503284,18430.0,2019,24906,4 Cyl,Blue,Unspecified,Automatic,FWD,29,37,Used
Honda,Ridgeline,5FPYK3F75KB009114,35991.0,2019,20555,6 Cyl,White,Black,Automatic,AWD,18,25,Used
Honda,Fit,3HGGK5H42KM705509,15991.0,2019,24819,4 Cyl,Black,Unspecified,Automatic,FWD,31,36,Used
Honda,Civic,2HGFC1F34GH645573,16491.0,2016,43017,4 Cyl,Silver,Black,Automatic,FWD,31,42,Used
Honda,Odyssey,5FNRL3H4XAB019648,9995.0,2010,136350,6 Cyl,Blue,Unspecified,Automatic,FWD,16,23,Used
Honda,Civic,19XFC2F75JE204691,18791.0,2018,41355,4 Cyl,Silver,Black,Automatic,FWD,31,40,Used
Honda,CR-V,5J6RW6H32JL001166,24996.0,2018,26573,4 Cyl,Red,Gray,Automatic,AWD,25,31,Used
Honda,CR-V,5J6RM4H91GL115196,24381.0,2016,52677,4 Cyl,Gray,Gray,Automatic,AWD,25,31,Used
Honda,CR-V,2HKRW2H91JH617433,31500.0,2018,22719,4 Cyl,Gray,Gray,Automatic,AWD,27,33,Used
Honda,Civic,2HGFC4B01GH310283,16981.0,2016,44205,4 Cyl,Black,Black,Automatic,FWD,30,39,Used
Honda,Accord,1HGCV3F95KA016652,31988.0,2019,5039,4 Cyl,White,Black,Automatic,FWD,48,48,Used
Honda,CR-V,7FARW1H55JE030565,24873.0,2018,33558,4 Cyl,Gray,Gray,Automatic,FWD,28,34,Used
Honda,Pilot,5FNYF6H11KB017511,32333.0,2019,10703,6 Cyl,Gray,Gray,Automatic,AWD,18,26,Used
Honda,CR-V,2HKRW6H34KH200070,25677.0,2019,7215,4 Cyl,Gray,Gray,Automatic,AWD,25,31,Used
Honda,CR-V,2HKRM4H5XGH727257,21388.0,2016,41465,4 Cyl,Gray,Black,Automatic,AWD,25,31,Used
Honda,CR-V,2HKRW6H31KH201516,24998.0,2019,8485,4 Cyl,Blue,Gray,Automatic,AWD,25,31,Used
Honda,Civic,SHHFK7H47JU429156,23298.0,2018,10313,4 Cyl,Blue,Black,Automatic,FWD,30,36,Used
Honda,Civic,19XFC1F32GE222761,18571.0,2016,34933,4 Cyl,White,Black,Automatic,FWD,31,42,Used
Honda,Accord,1HGCM56785A073042,6450.0,2005,116191,4 Cyl,Silver,Black,Automatic,FWD,21,31,Used
Honda,Civic,19XFC2F76GE242083,16997.0,2016,39996,4 Cyl,Black,Black,Automatic,FWD,30,40,Used
Honda,Civic,19XFC2F53GE250169,16500.0,2016,18858,4 Cyl,Brown,Unspecified,Automatic,FWD,30,40,Used
Honda,CR-V,5J6RE3H58AL012868,10500.0,2010,107492,4 Cyl,Blue,Gray,Automatic,FWD,21,28,Used
Honda,Civic,JHMFC1F78JX009502,23197.0,2018,3530,4 Cyl,Silver,Gray,Automatic,FWD,32,42,Used
Honda,Ridgeline,5FPYK3F67KB015410,34491.0,2019,19116,6 Cyl,White,Black,Automatic,AWD,18,25,Used
Honda,CR-V,2HKRM4H39DH660550,10995.0,2013,78208,4 Cyl,Blue,Gray,Automatic,AWD,22,29,Used
Honda,Accord,1HGCR2F87HA037887,18995.0,2017,63935,4 Cyl,Silver,Gray,Automatic,FWD,26,34,Used
Honda,CR-V,2HKRM3H45GH552708,17991.0,2016,32117,4 Cyl,Blue,Tan,Automatic,FWD,26,32,Used
Honda,CR-V,3CZRM3H54GG713237,18566.0,2016,40035,4 Cyl,Brown,Tan,Automatic,FWD,26,32,Used
Honda,Accord,1HGCR2F30HA028601,13597.0,2017,99000,4 Cyl,Gray,Black,Automatic,FWD,26,34,Used
Honda,Accord,1HGCR2F70FA053997,13355.0,2015,102590,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Pilot,5FNYF5H35JB020566,28691.0,2018,25430,6 Cyl,White,Tan,Automatic,FWD,19,27,Used
Honda,Civic,19XFC1F37HE212941,18755.0,2017,34960,4 Cyl,White,White,Automatic,FWD,31,40,Used
Honda,Civic,2HGFC2F58JH544907,17419.0,2018,21906,4 Cyl,Black,Black,Automatic,FWD,31,40,Used
Honda,Pilot,5FNYF5H16JB024706,26691.0,2018,17348,6 Cyl,Green,Tan,Automatic,FWD,19,27,Used
Honda,CR-V,7FARW1H85HE017805,24695.0,2017,37526,4 Cyl,Black,Black,Automatic,FWD,28,34,Used
Honda,Accord,1HGCR2F3XHA093469,17555.0,2017,38590,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Accord,1HGCV1F38JA127162,22898.0,2018,33005,4 Cyl,Black,Black,Automatic,FWD,29,35,Used
Honda,Civic,19XFC1F39KE205108,22555.0,2019,5499,4 Cyl,Unspecified,Black,Automatic,FWD,30,36,Used
Honda,Accord,1HGCM72697A005103,6976.0,2007,130916,4 Cyl,Blue,Gray,Automatic,FWD,21,31,Used
Honda,Pilot,5FNYF6H51JB055256,34955.0,2018,10230,6 Cyl,Blue,Gray,Automatic,AWD,18,26,Used
Honda,CR-V,7FARW2H85JE040402,28350.0,2018,15938,4 Cyl,Gray,Gray,Automatic,AWD,27,33,Used
Honda,Civic,19XFC2F63KE202205,18955.0,2019,8410,4 Cyl,Black,Black,Automatic,FWD,29,37,Used
Honda,Pilot,5FNYF6H51GB041138,27995.0,2016,50190,6 Cyl,Gray,Gray,Automatic,AWD,18,25,Used
Honda,Civic,JHMFC1F7XKX009065,22476.0,2019,7946,4 Cyl,Unspecified,Unspecified,Automatic,FWD,30,36,Used
Honda,Civic,2HGFC2F59HH540343,16755.0,2017,26952,4 Cyl,Gray,Black,Automatic,FWD,31,40,Used
Honda,Odyssey,5FNRL38497B138008,8995.0,2007,79920,6 Cyl,White,Tan,Automatic,FWD,16,23,Used
Honda,Civic,19XFC2F51GE242975,15955.0,2016,31315,4 Cyl,Gray,Gray,Automatic,FWD,30,40,Used
Honda,Odyssey,5FNRL38497B138008,8995.0,2007,79920,6 Cyl,White,Tan,Automatic,FWD,16,23,Used
Honda,Civic,19XFC2F53HE209140,13988.0,2017,51239,4 Cyl,Gray,Gray,Automatic,FWD,31,40,Used
Honda,Civic,2HGFC1F73HH634259,22995.0,2017,21739,4 Cyl,Blue,Unspecified,Automatic,FWD,31,40,Used
Honda,Fit,JHMGK5H5XGS016046,15695.0,2016,19996,4 Cyl,Blue,Black,Automatic,FWD,32,37,Used
Honda,Accord,1HGCR2F5XDA209815,12882.0,2013,79060,4 Cyl,Gray,Black,Automatic,FWD,26,34,Used
Honda,Civic,2HGFC1F33GH649808,16491.0,2016,36337,4 Cyl,Gray,Unspecified,Automatic,FWD,31,42,Used
