make,model,vin,price,year,mileage,engine,extCol,intCol,trans,dtype,mpgCity,mpgHw,condition
Honda,Civic,19XFC2F50GE209112,12990.0,2016,44403,4 Cyl,Black,Tan,Automatic,FWD,30,40,Used
Honda,Odyssey,5FNRL3H44AB088514,11499.0,2010,74290,6 Cyl,Gray,Gray,Automatic,FWD,16,23,Used
Honda,Pilot,5FNYF4H29AB037355,10999.0,2010,106325,6 Cyl,Blue,Gray,Automatic,4WD,16,22,Used
Honda,Accord,1HGCR2F96HA150870,22427.0,2017,35631,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Odyssey,5FNRL38846B051828,7495.0,2006,117018,6 Cyl,Blue,Black,Automatic,FWD,17,23,Used
Honda,Civic,19XFB2F95CE310050,8995.0,2012,113645,4 Cyl,Brown,Tan,Automatic,FWD,28,38,Used
Honda,CR-V,2HKRW6H33JH207378,21992.0,2018,33089,4 Cyl,Black,Black,Automatic,AWD,25,31,Used
Honda,Accord,1HGCR3F91GA029264,23965.0,2016,28430,6 Cyl,Gray,Unspecified,Automatic,FWD,21,33,Used
Honda,CR-V,2HKRW5H30JH420900,23599.0,2018,17781,4 Cyl,White,Black,Automatic,FWD,26,32,Used
Honda,CR-V,5J6RW1H54KA034462,26988.0,2019,1019,4 Cyl,Gray,Gray,Automatic,FWD,28,34,Used
Honda,Pilot,5FNYF3H55FB022301,20000.0,2015,74412,6 Cyl,Gray,Gray,Automatic,FWD,18,25,Used
Honda,Ridgeline,5FPYK3F74KB019231,36791.0,2019,4044,6 Cyl,White,Black,Automatic,AWD,18,25,Used
Honda,Accord,1HGCR2F51HA055694,19500.0,2017,36774,4 Cyl,Silver,Black,Automatic,FWD,26,34,Used
Honda,Civic,2HGFC2F53JH533331,15806.0,2018,22076,4 Cyl,Black,Black,Automatic,FWD,31,40,Used
Honda,Odyssey,5FNRL5H66EB028589,17988.0,2014,65408,6 Cyl,Gray,Tan,Automatic,FWD,19,27,Used
Honda,Odyssey,5FNRL5H24EB042682,13987.0,2014,98216,6 Cyl,Silver,Gray,Automatic,FWD,19,27,Used
Honda,HR-V,3CZRU5H15KM704467,21991.0,2019,12323,4 Cyl,White,Black,Automatic,FWD,28,34,Used
Honda,Civic,SHHFK7H50HU428997,18900.0,2017,34320,4 Cyl,White,Black,Automatic,FWD,31,40,Used
Honda,Fit,JHMGK5H57HS018659,15991.0,2017,24648,4 Cyl,Silver,Black,Automatic,FWD,32,37,Used
Honda,Odyssey,5FNRL5H24EB042682,13987.0,2014,98216,6 Cyl,Silver,Gray,Automatic,FWD,19,27,Used
Honda,Accord,1HGCR2F57HA214671,19877.0,2017,31838,4 Cyl,Red,Black,Automatic,FWD,26,34,Used
Honda,Accord,1HGCG66822A122608,4950.0,2002,118300,4 Cyl,Silver,Gray,Automatic,FWD,20,28,Used
Honda,Civic,SHHFK7H74HU401240,22995.0,2017,33540,4 Cyl,White,Unspecified,Automatic,FWD,31,40,Used
Honda,Accord,1HGCR2F39HA161745,21995.0,2017,12882,4 Cyl,White,Unspecified,Automatic,FWD,26,34,Used
Honda,HR-V,3CZRU6H57GM759986,19995.0,2016,41432,4 Cyl,White,Unspecified,Automatic,AWD,27,32,Used
Honda,Accord,1HGCR3F87GA004103,20995.0,2016,56492,6 Cyl,Silver,Unspecified,Automatic,FWD,21,33,Used
Honda,Civic,19XFC1F94HE200458,20995.0,2017,65827,4 Cyl,Gray,Unspecified,Automatic,FWD,31,40,Used
Honda,Civic,2HGFC2F70JH607323,22995.0,2018,13088,4 Cyl,Blue,Unspecified,Automatic,FWD,31,40,Used
Honda,Civic,SHHFK7H41HU426215,20995.0,2017,35357,4 Cyl,Gray,Unspecified,Automatic,FWD,30,36,Used
Honda,Civic,2HGFC1E55JH702731,25995.0,2018,24099,4 Cyl,Gray,Unspecified,Manual,FWD,28,38,Used
Honda,Accord,1HGCV1F33JA135525,25995.0,2018,35094,4 Cyl,Red,Unspecified,Automatic,FWD,29,35,Used
Honda,Civic,19XFC2F78JE202367,21995.0,2018,27844,4 Cyl,White,Unspecified,Automatic,FWD,31,40,Used
Honda,Accord,1HGCR2F81DA148669,11995.0,2013,167496,4 Cyl,Black,Unspecified,Automatic,FWD,26,34,Used
Honda,Accord,JHMCP26888C001343,5997.0,2008,173696,4 Cyl,Gray,Black,Automatic,FWD,21,31,Used
Honda,Civic,2HGFC2F56HH543670,15995.0,2017,46057,4 Cyl,Black,Black,Automatic,FWD,31,40,Used
Honda,Accord,1HGCT1B7XFA011225,15995.0,2015,42635,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Accord,1HGCR3F87EA022856,14977.0,2014,79342,6 Cyl,Beige,Tan,Automatic,FWD,21,31,Used
Honda,Odyssey,5FNRL5H69GB008971,20395.0,2016,67833,6 Cyl,White,Gray,Automatic,FWD,19,27,Used
Honda,Accord,1HGCV1F45KA074883,24981.0,2019,10542,4 Cyl,White,Black,Automatic,FWD,29,35,Used
Honda,Civic,SHHFK7H59JU422587,20981.0,2018,14039,4 Cyl,Black,Black,Automatic,FWD,32,42,Used
Honda,Ridgeline,2HJYK16446H555448,10685.0,2006,131520,6 Cyl,Blue,Gray,Automatic,4WD,15,20,Used
Honda,Accord,1HGCR2F14HA065777,20722.0,2017,34596,4 Cyl,Silver,Unspecified,Automatic,FWD,26,34,Used
Honda,Civic,2HGFC1E54HH704688,19292.0,2017,54099,4 Cyl,Silver,Black,Manual,FWD,28,38,Used
Honda,Pilot,5FNYF5H90HB024216,34636.0,2017,27873,6 Cyl,White,Tan,Automatic,FWD,19,27,Used
Honda,Odyssey,5FNRL5H60GB143630,26500.0,2016,32401,6 Cyl,Gray,Gray,Automatic,FWD,19,27,Used
Honda,Accord,1HGCV1F31JA263987,24500.0,2018,11800,4 Cyl,Gray,Black,Automatic,FWD,29,35,Used
Honda,Civic,2HGFB6E51CH702759,13575.0,2012,54084,4 Cyl,Black,Black,Manual,FWD,22,31,Used
Honda,Odyssey,5FNRL5H29GB106363,20491.0,2016,44753,6 Cyl,White,Tan,Automatic,FWD,19,27,Used
Honda,Accord,1HGCV1F44JA138796,23988.0,2018,22487,4 Cyl,Unspecified,Unspecified,Automatic,FWD,29,35,Used
Honda,Accord,1HGCS1B35CA019678,8699.0,2012,109928,4 Cyl,Silver,Black,Automatic,FWD,22,32,Used
Honda,Pilot,5FNYF3H20BB028040,8970.0,2011,146958,6 Cyl,Beige,Tan,Automatic,FWD,17,23,Used
Honda,Accord,1HGCR2F86HA069973,20488.0,2017,42143,4 Cyl,White,Unspecified,Automatic,FWD,26,34,Used
Honda,Pilot,5FNYF6H02GB037765,31481.0,2016,33880,6 Cyl,Gray,Gray,Automatic,AWD,18,25,Used
Honda,CR-V,5J6RM4H73FL014965,17499.0,2015,91427,4 Cyl,White,Black,Automatic,AWD,26,32,Used
Honda,Element,5J6YH2H74AL001669,12995.0,2010,130685,4 Cyl,Red,Gray,Automatic,4WD,19,24,Used
Honda,Fit,JHMGE8H61AC023972,7188.0,2010,125829,4 Cyl,Blue,Black,Automatic,FWD,27,33,Used
Honda,CR-V,JHLRE48777C074769,6299.0,2007,176574,4 Cyl,Black,Black,Automatic,4WD,19,26,Used
Honda,Odyssey,5FNRL6H78JB058542,32594.0,2018,12943,6 Cyl,Red,Tan,Automatic,FWD,19,28,Used
Honda,CR-V,2HKRM4H31DH601069,14491.0,2013,48542,4 Cyl,Blue,Unspecified,Automatic,AWD,22,29,Used
Honda,CR-V,7FARW1H84KE002333,29488.0,2019,1006,4 Cyl,Gray,Gray,Automatic,FWD,28,34,Used
Honda,CR-V,JHLRE4H72AC013451,10488.0,2010,148786,4 Cyl,Silver,Gray,Automatic,4WD,21,27,Used
Honda,CR-V,5J6RE48319L053102,10990.0,2009,86041,4 Cyl,Red,Gray,Automatic,4WD,20,26,Used
Honda,Civic,2HGFG12649H502663,6995.0,2009,85228,4 Cyl,Black,Gray,Automatic,FWD,25,36,Used
Honda,Civic,2HGFC2F52GH557466,18299.0,2016,11494,4 Cyl,White,Unspecified,Automatic,FWD,30,40,Used
Honda,Accord,1HGCT1A77HA001630,15997.0,2017,83920,4 Cyl,Black,Unspecified,Manual,FWD,23,32,Used
Honda,Pilot,5FNYF5H94HB034702,33500.0,2017,32228,6 Cyl,Blue,Gray,Automatic,FWD,19,27,Used
Honda,HR-V,3CZRU5H34HM700775,18657.0,2017,22950,4 Cyl,Black,Gray,Automatic,FWD,28,34,Used
Honda,Pilot,5FNYF3H72CB044284,14427.0,2012,132223,6 Cyl,Unspecified,Unspecified,Automatic,FWD,18,25,Used
Honda,Civic,2HGFB2F57FH548585,10895.0,2015,84000,4 Cyl,Gray,Tan,Automatic,FWD,29,37,Used
Honda,Accord,1HGCR2F78EA173481,13481.0,2014,55404,4 Cyl,White,Tan,Automatic,FWD,26,33,Used
Honda,CR-V,3CZRM3H53GG718235,16981.0,2016,44643,4 Cyl,Black,Black,Automatic,FWD,26,32,Used
Honda,Civic,19XFC2F71GE249779,13981.0,2016,47705,4 Cyl,Black,Black,Automatic,FWD,30,40,Used
Honda,Element,5J6YH28748L010639,10000.0,2008,120638,4 Cyl,Blue,Gray,Automatic,4WD,19,24,Used
Honda,Civic,2HGES25701H503382,4750.0,2001,122000,4 Cyl,Burgundy,Tan,Manual,FWD,27,33,Used
Honda,Accord,1HGCR2F38EA049109,12991.0,2014,65862,4 Cyl,Gray,Unspecified,Automatic,FWD,26,33,Used
Honda,CR-V,5J6RW1H9XHL000719,30995.0,2017,28975,4 Cyl,Gray,Unspecified,Automatic,FWD,28,34,Used
Honda,Pilot,5FNYF4H9XBB077622,16963.0,2011,91127,6 Cyl,Gray,Unspecified,Automatic,4WD,16,22,Used
Honda,Civic,19XFC2F77JE204739,18989.0,2018,14480,4 Cyl,Gray,Unspecified,Automatic,FWD,31,40,Used
Honda,Odyssey,5FNRL5H60CB056028,14995.0,2012,112831,6 Cyl,Gray,Gray,Automatic,FWD,18,27,Used
Honda,CR-V,2HKRM4H35EH673197,14612.0,2014,82419,4 Cyl,Silver,Unspecified,Automatic,AWD,22,29,Used
Honda,Civic,2HGFC2F72GH547019,16988.0,2016,41488,4 Cyl,Gray,Black,Automatic,FWD,30,40,Used
Honda,Pilot,5FNYF6H13HB073202,26900.0,2017,32329,6 Cyl,Gray,Unspecified,Automatic,AWD,18,26,Used
Honda,HR-V,3CZRU5H16KG700250,21895.0,2019,4425,4 Cyl,Red,Black,Automatic,FWD,28,34,Used
Honda,CR-V,7FARW5H30JE000203,21981.0,2018,9875,4 Cyl,Black,Black,Automatic,FWD,26,32,Used
Honda,CR-V,2HKRM4H56GH711573,19988.0,2016,33603,4 Cyl,Unspecified,Unspecified,Automatic,AWD,25,31,Used
Honda,Fit,JHMGK5H73GX039866,17488.0,2016,25897,4 Cyl,White,Black,Automatic,FWD,32,37,Used
Honda,Civic,2HGFC2F5XHH539833,16988.0,2017,44524,4 Cyl,White,White,Automatic,FWD,31,40,Used
Honda,Civic,2HGFC1E5XKH700264,24997.0,2019,13525,4 Cyl,White,Black,Manual,FWD,28,38,Used
Honda,Accord,1HGCR2F5XHA214180,20900.0,2017,30747,4 Cyl,Brown,Unspecified,Automatic,FWD,26,34,Used
Honda,Odyssey,5FNRL6H99JB000828,38999.0,2018,30016,6 Cyl,Black,Unspecified,Automatic,FWD,19,28,Used
Honda,Accord,1HGCP3F81CA034925,8509.0,2012,157898,6 Cyl,White,White,Automatic,FWD,20,30,Used
Honda,Civic,19XFC1F79HE208196,20566.0,2017,14776,4 Cyl,Burgundy,Unspecified,Automatic,FWD,31,40,Used
Honda,Accord,1HGCP2F31CA131038,9995.0,2012,119383,4 Cyl,Silver,Gray,Automatic,FWD,22,33,Used
Honda,Pilot,5FNYF6H07KB011316,43705.0,2019,10681,6 Cyl,White,Unspecified,Automatic,AWD,18,26,Used
Honda,Odyssey,5FNRL5H69CB067383,13880.0,2012,93625,6 Cyl,Gray,Gray,Automatic,FWD,18,27,Used
Honda,Odyssey,5FNRL5H68DB004440,16777.0,2013,81614,6 Cyl,Black,Brown,Automatic,FWD,18,27,Used
Honda,HR-V,3CZRU5H56GM753025,17990.0,2016,19672,4 Cyl,Gray,Black,Automatic,FWD,28,34,Used
Honda,Accord,1HGCR2F34FA163156,13999.0,2015,73880,4 Cyl,Gold,Tan,Automatic,FWD,26,34,Used
Honda,Civic,19XFC2F55HE215201,14545.0,2017,42885,4 Cyl,Gray,Black,Automatic,FWD,31,40,Used
Honda,Accord,1HGCP2F79BA105353,7495.0,2011,152674,4 Cyl,Black,Black,Automatic,FWD,22,33,Used
Honda,Accord,1HGCR2F33FA244858,11995.0,2015,94373,4 Cyl,Blue,Gray,Automatic,FWD,26,34,Used
Honda,Accord,1HGCT1B80DA013944,12995.0,2013,80009,4 Cyl,Red,Black,Automatic,FWD,26,34,Used
Honda,Odyssey,5FNRL5H69BB002550,12785.0,2011,115302,6 Cyl,White,Gray,Automatic,FWD,18,27,Used
Honda,Civic,2HGFC1E39JH644234,18805.0,2018,27648,4 Cyl,White,Tan,Manual,FWD,29,38,Used
Honda,CR-V,2HKRM4H76FH645543,18888.0,2015,34387,4 Cyl,Brown,Tan,Automatic,AWD,26,32,Used
Honda,Fit,3HGGK5H50FM753637,11384.0,2015,61609,4 Cyl,Yellow,Black,Automatic,FWD,32,37,Used
Honda,HR-V,3CZRU5H54GM710786,13995.0,2016,116568,4 Cyl,Red,Unspecified,Automatic,FWD,28,34,Used
Honda,Accord,1HGCR2F37GA201657,17995.0,2016,35725,4 Cyl,Red,Unspecified,Automatic,FWD,26,34,Used
Honda,Accord,1HGCV1F10JA166701,20996.0,2018,3611,4 Cyl,Red,Black,Automatic,FWD,29,35,Used
Honda,Civic,2HGFC4B0XHH308002,15891.0,2017,45387,4 Cyl,White,Unspecified,Automatic,FWD,30,39,Used
Honda,CR-V,2HKRM4H3XGH700316,18600.0,2016,44185,4 Cyl,Gray,Gray,Automatic,AWD,25,31,Used
Honda,CR-V,5J6RM4H32GL097433,18791.0,2016,21641,4 Cyl,Gray,Gray,Automatic,AWD,25,31,Used
Honda,Ridgeline,2HJYK16297H529542,8989.0,2007,123466,6 Cyl,Gray,Unspecified,Automatic,4WD,15,20,Used
Honda,CR-V,JHLRE4H73BC021995,9999.0,2011,147604,4 Cyl,Red,Gray,Automatic,4WD,21,27,Used
Honda,CR-V,JHLRE48767C084824,8750.0,2007,113063,4 Cyl,Silver,Black,Automatic,4WD,19,26,Used
Honda,Civic,2HGFG3B58EH518443,9500.0,2014,135273,4 Cyl,White,Unspecified,Automatic,FWD,29,37,Used
Honda,Pilot,5FNYF5H32HB007865,25261.0,2017,30813,6 Cyl,White,Tan,Automatic,FWD,19,27,Used
Honda,Ridgeline,5FPYK1F57DB001389,20895.0,2013,89000,6 Cyl,White,Gray,Automatic,4WD,16,21,Used
Honda,CR-V,5J6RM3H39EL023112,12605.0,2014,110808,4 Cyl,Red,Unspecified,Automatic,FWD,23,30,Used
Honda,Fit,3HGGK5H86FM729434,14488.0,2015,20039,4 Cyl,Gray,Unspecified,Automatic,FWD,32,37,Used
Honda,Civic,2HGFG1B8XAH524320,8990.0,2010,62000,4 Cyl,Red,Black,Automatic,FWD,25,36,Used
Honda,CR-V,2HKRM3H47GH553536,17995.0,2016,29223,4 Cyl,Gray,Black,Automatic,FWD,26,32,Used
Honda,Pilot,5FNYF4H50BB043878,16499.0,2011,87227,6 Cyl,Red,Unspecified,Automatic,4WD,16,22,Used
Honda,CR-V,5J6RW2H80JL024787,29988.0,2018,15428,4 Cyl,White,Unspecified,Automatic,AWD,27,33,Used
Honda,CR-V,3CZRM3H5XEG705852,18999.0,2014,52306,4 Cyl,Blue,Unspecified,Automatic,FWD,23,30,Used
Honda,Accord,1HGCR2F53GA163071,17991.0,2016,52218,4 Cyl,White,Black,Automatic,FWD,26,34,Used
Honda,Accord,1HGCV1F32JA059389,22687.0,2018,27321,4 Cyl,Black,Black,Automatic,FWD,29,35,Used
Honda,Civic,2HGFB2F51FH525920,11499.0,2015,56724,4 Cyl,Blue,Black,Automatic,FWD,29,37,Used
Honda,Ridgeline,5FPYK3F74HB003314,26653.0,2017,84732,6 Cyl,Burgundy,Tan,Automatic,AWD,18,25,Used
Honda,Accord,1HGCP2F30BA013089,8595.0,2011,117805,4 Cyl,White,Tan,Automatic,FWD,22,33,Used
Honda,Civic,2HGFC3B3XGH360930,18988.0,2016,19203,4 Cyl,White,Black,Automatic,FWD,31,41,Used
Honda,Odyssey,5FNRL5H96DB084539,16997.0,2013,84000,6 Cyl,White,Gray,Automatic,FWD,18,27,Used
Honda,Odyssey,5FNRL6H79JB107215,34988.0,2018,17099,6 Cyl,White,Tan,Automatic,FWD,19,28,Used
Honda,Civic,SHHFK7G40JU214817,20999.0,2018,32591,4 Cyl,Unspecified,Unspecified,Manual,FWD,29,38,Used
Honda,Civic,2HGFC2F58GH520020,16977.0,2016,35190,4 Cyl,Black,Unspecified,Automatic,FWD,30,40,Used
Honda,CR-V,2HKRM3H57GH537944,20999.0,2016,36739,4 Cyl,Bronze,Unspecified,Automatic,FWD,26,32,Used
Honda,CR-V,2HKRM3H71CH501534,11995.0,2012,92344,4 Cyl,Green,Black,Automatic,FWD,23,30,Used
Honda,Pilot,5FNYF5H34HB010587,26388.0,2017,34859,6 Cyl,Gray,Gray,Automatic,FWD,19,27,Used
Honda,Civic,19XFB2F98FE259311,17888.0,2015,38078,4 Cyl,White,Black,Automatic,FWD,29,37,Used
Honda,Pilot,5FNYF5H32GB023112,22888.0,2016,57767,6 Cyl,Gray,Tan,Automatic,FWD,19,27,Used
Honda,CR-V,2HKRM3H38DH504882,10999.0,2013,96495,4 Cyl,Blue,Gray,Automatic,FWD,23,30,Used
Honda,Civic,2HGFC4B84KH300975,21388.0,2019,7504,4 Cyl,Silver,Black,Automatic,FWD,29,36,Used
Honda,Civic,2HGFC2F71GH514299,18999.0,2016,64800,4 Cyl,Gray,Unspecified,Automatic,FWD,30,40,Used
Honda,Civic,2HGFC2F51JH563363,18888.0,2018,25560,4 Cyl,Blue,Gray,Automatic,FWD,31,40,Used
Honda,Civic,2HGFC2F60GH551738,16988.0,2016,39730,4 Cyl,White,Black,Automatic,FWD,30,40,Used
Honda,Civic,2HGFC2F53JH609002,19188.0,2018,19412,4 Cyl,Gray,Black,Automatic,FWD,31,40,Used
Honda,Civic,19XFB2F85FE256129,16888.0,2015,18932,4 Cyl,Red,Tan,Automatic,FWD,29,37,Used
Honda,Pilot,5FNYF3H97DB034398,15000.0,2013,120777,6 Cyl,Silver,Unspecified,Automatic,FWD,18,25,Used
Honda,Fit,JHMGK5H74HS010634,15844.0,2017,14993,4 Cyl,White,Black,Automatic,FWD,32,37,Used
Honda,CR-V,JHLRM4H7XCC022629,10998.0,2012,137912,4 Cyl,Unspecified,Unspecified,Automatic,AWD,22,29,Used
Honda,Accord,1HGCM56737A160690,5776.0,2007,185094,4 Cyl,Unspecified,Unspecified,Automatic,FWD,21,31,Used
Honda,Pilot,5FNYF5H74GB008078,19800.0,2016,94994,6 Cyl,Green,Tan,Automatic,FWD,19,27,Used
Honda,Fit,JHMGK5H70GX046287,13715.0,2016,47378,4 Cyl,Gray,Black,Automatic,FWD,32,37,Used
Honda,Civic,2HGFC2F76HH502344,16595.0,2017,34900,4 Cyl,Blue,Gray,Automatic,FWD,31,40,Used
Honda,Element,5J6YH18918L014692,8995.0,2008,145025,4 Cyl,Burgundy,Black,Automatic,FWD,20,25,Used
Honda,Civic,2HGFC2F57HH500844,12955.0,2017,89974,4 Cyl,Red,Black,Automatic,FWD,31,40,Used
Honda,Fit,JHMGE8H31BC027320,5889.0,2011,181347,4 Cyl,Gray,Gray,Automatic,FWD,27,33,Used
Honda,CR-V,5J6RE3H37BL019729,12500.0,2011,66319,4 Cyl,Silver,Black,Automatic,FWD,21,28,Used
Honda,Accord,1HGCP2F36AA013502,8995.0,2010,106828,4 Cyl,Silver,Black,Automatic,FWD,21,31,Used
Honda,Civic,2HGES25884H606384,3995.0,2004,150823,4 Cyl,Silver,Gray,Manual,FWD,27,34,Used
Honda,Odyssey,5FNRL5H2XGB139369,16929.0,2016,49157,6 Cyl,Silver,Gray,Automatic,FWD,19,27,Used
Honda,Clarity,JHMZC5F37JC002632,25998.0,2018,17514,4 Cyl,Silver,Black,Automatic,FWD,44,40,Used
Honda,CR-V,JHLRE48308C014105,6995.0,2008,165397,4 Cyl,Blue,Gray,Automatic,4WD,20,26,Used
Honda,Civic,19XFB2F82FE244245,11499.0,2015,105000,4 Cyl,Black,Black,Automatic,FWD,29,37,Used
Honda,Accord,1HGCV1F3XKA029705,24998.0,2019,6900,4 Cyl,Red,Black,Automatic,FWD,29,35,Used
Honda,Odyssey,5FNRL38735B092070,5995.0,2005,146345,6 Cyl,Blue,Gray,Automatic,FWD,17,23,Used
Honda,Accord,1HGCR2F08HA167820,19655.0,2017,31945,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Accord,1HGCR3F98HA007585,23987.0,2017,43939,6 Cyl,White,White,Automatic,FWD,21,32,Used
Honda,Civic,SHHFK7H27HU419526,16995.0,2017,14343,4 Cyl,Black,Black,Automatic,FWD,31,40,Used
Honda,Accord,JHMCM56404C031647,5555.0,2004,164050,4 Cyl,Gray,Black,Automatic,FWD,21,31,Used
Honda,Civic,2HGFB6E58CH703326,12900.0,2012,117169,4 Cyl,Black,Black,Manual,FWD,22,31,Used
Honda,Odyssey,5FNRL38466B405815,6999.0,2006,128724,6 Cyl,Blue,Green,Automatic,FWD,17,23,Used
Honda,Ridgeline,2HJYK16466H525402,11995.0,2006,109821,6 Cyl,Silver,Gray,Automatic,4WD,15,20,Used
Honda,Civic,2HGFB6E56FH706939,15675.0,2015,76335,4 Cyl,Black,Black,Manual,FWD,22,31,Used
Honda,Accord,1HGCR2F55FA151261,16499.0,2015,54003,4 Cyl,Silver,Black,Automatic,FWD,26,34,Used
Honda,Pilot,5FNYF4H56EB005172,16898.0,2014,110637,6 Cyl,Gray,Gray,Automatic,4WD,17,24,Used
Honda,Civic,19XFB4F29DE200960,7999.0,2013,117910,4 Cyl,Gray,Black,Automatic,FWD,43,44,Used
Honda,Accord,1HGCR2F54EA181236,13756.0,2014,91838,4 Cyl,Silver,Black,Automatic,FWD,26,33,Used
Honda,CR-V,2HKRM3H79FH539890,19991.0,2015,29006,4 Cyl,Silver,Black,Automatic,FWD,27,33,Used
Honda,Fit,JHMGE8H36DC055388,7411.0,2013,152118,4 Cyl,White,Gray,Automatic,FWD,27,33,Used
Honda,Accord,1HGCV3F93JA001789,28991.0,2018,20241,4 Cyl,Black,Black,Automatic,FWD,47,47,Used
Honda,Fit,JHMGE88489S013536,7993.0,2009,139931,4 Cyl,White,Black,Automatic,FWD,27,33,Used
Honda,Accord,1HGCG32062A022347,4481.0,2002,100621,4 Cyl,Black,Black,Automatic,FWD,20,28,Used
Honda,Civic,19XFC1F76HE202274,18966.0,2017,44289,4 Cyl,Black,Black,Automatic,FWD,31,40,Used
Honda,Civic,2HGFC2F83KH524687,21481.0,2019,5727,4 Cyl,Red,Black,Automatic,FWD,29,37,Used
Honda,Civic,19XFC1F75HE204307,20922.0,2017,20515,4 Cyl,Blue,Unspecified,Automatic,FWD,31,40,Used
Honda,Odyssey,5FNRL38727B086070,8955.0,2007,100749,6 Cyl,Silver,Gray,Automatic,FWD,16,23,Used
Honda,Accord,1HGCP2F72AA139763,8495.0,2010,115949,4 Cyl,Silver,Black,Automatic,FWD,21,31,Used
Honda,Accord,1HGCR2F1XHA270939,23995.0,2017,27757,4 Cyl,Black,Unspecified,Automatic,FWD,26,34,Used
Honda,Civic,JHMFA16507S004269,8250.0,2007,60205,4 Cyl,Blue,Gray,Automatic,FWD,25,36,Used
Honda,Accord,1HGCP2F6XBA141088,8995.0,2011,114008,4 Cyl,White,Tan,Automatic,FWD,22,33,Used
Honda,Civic,2HGFC3B30JH351211,18595.0,2018,24745,4 Cyl,White,Gray,Automatic,FWD,31,40,Used
Honda,Pilot,5FNYF4H56EB008654,16991.0,2014,123491,6 Cyl,Gray,Gray,Automatic,4WD,17,24,Used
Honda,Civic,19XFB2F8XDE202502,11247.0,2013,81217,4 Cyl,Brown,Tan,Automatic,FWD,28,39,Used
Honda,Pilot,5FNYF4H56EB008654,16991.0,2014,123491,6 Cyl,Gray,Gray,Automatic,4WD,17,24,Used
Honda,HR-V,3CZRU5H38GM742591,15598.0,2016,48000,4 Cyl,Blue,Black,Automatic,FWD,28,34,Used
Honda,Pilot,5FNYF3H95BB015085,12999.0,2011,133990,6 Cyl,Silver,Gray,Automatic,FWD,17,23,Used
Honda,Pilot,5FNYF4H57CB053678,15439.0,2012,112122,6 Cyl,Gray,Black,Automatic,4WD,17,24,Used
Honda,Odyssey,5FNRL18743B038875,4990.0,2003,118335,6 Cyl,Gold,Tan,Automatic,FWD,16,23,Used
Honda,CR-V,JHLRE3H33AC000540,10598.0,2010,82000,4 Cyl,Blue,Gray,Automatic,FWD,21,28,Used
Honda,CR-V,5J6RM3H78DL009090,15898.0,2013,72361,4 Cyl,Red,Gray,Automatic,FWD,23,30,Used
Honda,Odyssey,5FNRL5H69CB137268,15598.0,2012,81000,6 Cyl,Gray,Gray,Automatic,FWD,18,27,Used
Honda,Civic,2HGFC3B30JH351211,18595.0,2018,24745,4 Cyl,White,Gray,Automatic,FWD,31,40,Used
Honda,Accord,1HGCS1A37CA004388,10777.0,2012,67498,4 Cyl,Black,Gray,Manual,FWD,23,31,Used
Honda,Accord,1HGCP2F6XBA141088,8995.0,2011,114008,4 Cyl,White,Tan,Automatic,FWD,22,33,Used
Honda,Civic,19XFB2F80EE254528,10999.0,2014,100368,4 Cyl,Silver,Black,Automatic,FWD,29,37,Used
Honda,Accord,1HGCR3F9XFA015538,22555.0,2015,25070,6 Cyl,Gray,Gray,Automatic,FWD,21,31,Used
Honda,Pilot,5FNYF3H45BB044669,10995.0,2011,137007,6 Cyl,Gray,Gray,Automatic,FWD,17,23,Used
Honda,Civic,SHHFK7H5XHU410328,19555.0,2017,38320,4 Cyl,Black,Black,Automatic,FWD,31,40,Used
Honda,Accord,1HGCR2F38EA065780,9999.0,2014,137587,4 Cyl,White,Tan,Automatic,FWD,26,33,Used
Honda,Pilot,5FNYF4H96BB086835,14995.0,2011,118772,6 Cyl,White,Gray,Automatic,4WD,16,22,Used
Honda,CR-V,5J6RE3H35AL014317,9991.0,2010,98613,4 Cyl,Black,Unspecified,Automatic,FWD,21,28,Used
Honda,Odyssey,5FNRL5H41CB036580,11999.0,2012,105565,6 Cyl,Gray,Gray,Automatic,FWD,18,27,Used
Honda,CR-V,5J6RM3H53DL031366,15995.0,2013,41329,4 Cyl,White,Black,Automatic,FWD,23,30,Used
Honda,Accord,1HGCV1F39JA198760,22991.0,2018,17183,4 Cyl,Black,Unspecified,Automatic,FWD,29,35,Used
Honda,Civic,2HGFC2F50HH548556,15777.0,2017,33203,4 Cyl,Unspecified,Unspecified,Automatic,FWD,31,40,Used
Honda,Accord,1HGCR2F50HA079520,17998.0,2017,47102,4 Cyl,Unspecified,Unspecified,Automatic,FWD,26,34,Used
Honda,Civic,2HGFC2F74JH569482,19991.0,2018,13810,4 Cyl,Gray,Black,Automatic,FWD,31,40,Used
Honda,CR-V,JHLRD78865C043166,5995.0,2005,166445,4 Cyl,Red,Tan,Automatic,4WD,20,25,Used
Honda,Civic,2HGFB2F87DH507882,9895.0,2013,127535,4 Cyl,Gray,Black,Automatic,FWD,28,39,Used
Honda,CR-V,7FARW1H59JE012103,25988.0,2018,14115,4 Cyl,Gray,Gray,Automatic,FWD,28,34,Used
Honda,Civic,2HGFC2F70JH555160,19455.0,2018,27051,4 Cyl,Blue,Black,Automatic,FWD,31,40,Used
